payload_len,alpha,non_alpha,attack_feature,label
258,98.66666667,1.333333333,0.013513514,0
254,98.66666667,1.333333333,0.013513514,0
256,98.66666667,1.333333333,0.013513514,0
254,98.66666667,1.333333333,0.013513514,0
260,98.66666667,1.333333333,0.013513514,0
254,98.66666667,1.333333333,0.013513514,0
258,98.66666667,1.333333333,0.013513514,0
257,98.67549669,1.324503311,0.013422819,0
261,98.67549669,1.324503311,0.013422819,0
259,98.67549669,1.324503311,0.013422819,0
259,98.67549669,1.324503311,0.013422819,0
257,98.67549669,1.324503311,0.013422819,0
259,98.67549669,1.324503311,0.013422819,0
258,98.68421053,1.315789474,0.013333333,0
263,98.69281046,1.307189542,0.013245033,0
257,98.69281046,1.307189542,0.013245033,0
261,98.69281046,1.307189542,0.013245033,0
263,98.69281046,1.307189542,0.013245033,0
266,98.7012987,1.298701299,0.013157895,0
260,98.7012987,1.298701299,0.013157895,0
260,98.7012987,1.298701299,0.013157895,0
258,98.7012987,1.298701299,0.013157895,0
260,98.7012987,1.298701299,0.013157895,0
259,98.70967742,1.290322581,0.013071895,0
265,98.70967742,1.290322581,0.013071895,0
263,98.70967742,1.290322581,0.013071895,0
261,98.70967742,1.290322581,0.013071895,0
261,98.70967742,1.290322581,0.013071895,0
259,98.70967742,1.290322581,0.013071895,0
262,98.71794872,1.282051282,0.012987013,0
260,98.71794872,1.282051282,0.012987013,0
262,98.71794872,1.282051282,0.012987013,0
261,98.72611465,1.27388535,0.012903226,0
261,98.72611465,1.27388535,0.012903226,0
265,98.72611465,1.27388535,0.012903226,0
264,98.73417722,1.265822785,0.012820513,0
260,98.73417722,1.265822785,0.012820513,0
266,98.73417722,1.265822785,0.012820513,0
264,98.73417722,1.265822785,0.012820513,0
265,98.74213836,1.257861635,0.012738854,0
267,98.75776398,1.242236025,0.012578616,0
267,98.75776398,1.242236025,0.012578616,0
271,98.75776398,1.242236025,0.012578616,0
272,98.7654321,1.234567901,0.0125,0
270,98.7654321,1.234567901,0.0125,0
268,98.7804878,1.219512195,0.012345679,0
270,98.7804878,1.219512195,0.012345679,0
268,98.7804878,1.219512195,0.012345679,0
268,98.79518072,1.204819277,0.012195122,0
275,98.80239521,1.19760479,0.012121212,0
273,98.80239521,1.19760479,0.012121212,0
275,98.80239521,1.19760479,0.012121212,0
270,98.80952381,1.19047619,0.012048193,0
279,98.83040936,1.169590643,0.01183432,0
283,98.83040936,1.169590643,0.01183432,0
285,98.83040936,1.169590643,0.01183432,0
279,98.83040936,1.169590643,0.01183432,0
282,98.8372093,1.162790698,0.011764706,0
278,98.85057471,1.149425287,0.011627907,0
282,98.86363636,1.136363636,0.011494253,0
284,98.87640449,1.123595506,0.011363636,0
284,98.87640449,1.123595506,0.011363636,0
286,98.88888889,1.111111111,0.011235955,0
294,98.9010989,1.098901099,0.011111111,0
221,99.14529915,0.854700855,0.00862069,0
222,99.15254237,0.847457627,0.008547009,0
229,99.15966387,0.840336134,0.008474576,0
225,99.15966387,0.840336134,0.008474576,0
222,99.16666667,0.833333333,0.008403361,0
222,99.16666667,0.833333333,0.008403361,0
223,99.17355372,0.826446281,0.008333333,0
224,99.18032787,0.819672131,0.008264463,0
227,99.18699187,0.81300813,0.008196721,0
225,99.18699187,0.81300813,0.008196721,0
227,99.18699187,0.81300813,0.008196721,0
228,99.19354839,0.806451613,0.008130081,0
230,99.19354839,0.806451613,0.008130081,0
235,99.2,0.8,0.008064516,0
231,99.2,0.8,0.008064516,0
228,99.20634921,0.793650794,0.008,0
230,99.20634921,0.793650794,0.008,0
232,99.20634921,0.793650794,0.008,0
232,99.20634921,0.793650794,0.008,0
229,99.21259843,0.787401575,0.007936508,0
235,99.21259843,0.787401575,0.007936508,0
229,99.21259843,0.787401575,0.007936508,0
231,99.21259843,0.787401575,0.007936508,0
229,99.21259843,0.787401575,0.007936508,0
232,99.21875,0.78125,0.007874016,0
230,99.21875,0.78125,0.007874016,0
232,99.21875,0.78125,0.007874016,0
234,99.21875,0.78125,0.007874016,0
232,99.21875,0.78125,0.007874016,0
234,99.21875,0.78125,0.007874016,0
231,99.2248062,0.775193798,0.0078125,0
233,99.2248062,0.775193798,0.0078125,0
235,99.2248062,0.775193798,0.0078125,0
231,99.2248062,0.775193798,0.0078125,0
234,99.23076923,0.769230769,0.007751938,0
234,99.23076923,0.769230769,0.007751938,0
236,99.23076923,0.769230769,0.007751938,0
232,99.23076923,0.769230769,0.007751938,0
236,99.23076923,0.769230769,0.007751938,0
236,99.23076923,0.769230769,0.007751938,0
238,99.23076923,0.769230769,0.007751938,0
234,99.23076923,0.769230769,0.007751938,0
238,99.23076923,0.769230769,0.007751938,0
234,99.23076923,0.769230769,0.007751938,0
234,99.23076923,0.769230769,0.007751938,0
234,99.23076923,0.769230769,0.007751938,0
233,99.23664122,0.763358779,0.007692308,0
237,99.23664122,0.763358779,0.007692308,0
237,99.23664122,0.763358779,0.007692308,0
239,99.23664122,0.763358779,0.007692308,0
239,99.23664122,0.763358779,0.007692308,0
237,99.23664122,0.763358779,0.007692308,0
233,99.23664122,0.763358779,0.007692308,0
237,99.23664122,0.763358779,0.007692308,0
237,99.23664122,0.763358779,0.007692308,0
234,99.24242424,0.757575758,0.007633588,0
238,99.24242424,0.757575758,0.007633588,0
238,99.24242424,0.757575758,0.007633588,0
236,99.24242424,0.757575758,0.007633588,0
238,99.24242424,0.757575758,0.007633588,0
236,99.24242424,0.757575758,0.007633588,0
236,99.24242424,0.757575758,0.007633588,0
234,99.24242424,0.757575758,0.007633588,0
238,99.24242424,0.757575758,0.007633588,0
235,99.2481203,0.751879699,0.007575758,0
239,99.2481203,0.751879699,0.007575758,0
239,99.2481203,0.751879699,0.007575758,0
237,99.2481203,0.751879699,0.007575758,0
241,99.2481203,0.751879699,0.007575758,0
235,99.2481203,0.751879699,0.007575758,0
235,99.2481203,0.751879699,0.007575758,0
235,99.2481203,0.751879699,0.007575758,0
235,99.2481203,0.751879699,0.007575758,0
241,99.2481203,0.751879699,0.007575758,0
235,99.2481203,0.751879699,0.007575758,0
235,99.2481203,0.751879699,0.007575758,0
235,99.2481203,0.751879699,0.007575758,0
237,99.2481203,0.751879699,0.007575758,0
237,99.2481203,0.751879699,0.007575758,0
235,99.2481203,0.751879699,0.007575758,0
239,99.2481203,0.751879699,0.007575758,0
236,99.25373134,0.746268657,0.007518797,0
242,99.25373134,0.746268657,0.007518797,0
238,99.25373134,0.746268657,0.007518797,0
242,99.25373134,0.746268657,0.007518797,0
248,99.25373134,0.746268657,0.007518797,0
238,99.25373134,0.746268657,0.007518797,0
240,99.25373134,0.746268657,0.007518797,0
240,99.25373134,0.746268657,0.007518797,0
234,99.25373134,0.746268657,0.007518797,0
236,99.25373134,0.746268657,0.007518797,0
236,99.25373134,0.746268657,0.007518797,0
237,99.25925926,0.740740741,0.007462687,0
235,99.25925926,0.740740741,0.007462687,0
243,99.25925926,0.740740741,0.007462687,0
239,99.25925926,0.740740741,0.007462687,0
237,99.25925926,0.740740741,0.007462687,0
239,99.25925926,0.740740741,0.007462687,0
237,99.25925926,0.740740741,0.007462687,0
245,99.25925926,0.740740741,0.007462687,0
237,99.25925926,0.740740741,0.007462687,0
245,99.25925926,0.740740741,0.007462687,0
241,99.25925926,0.740740741,0.007462687,0
239,99.25925926,0.740740741,0.007462687,0
243,99.25925926,0.740740741,0.007462687,0
240,99.26470588,0.735294118,0.007407407,0
240,99.26470588,0.735294118,0.007407407,0
240,99.26470588,0.735294118,0.007407407,0
240,99.26470588,0.735294118,0.007407407,0
242,99.26470588,0.735294118,0.007407407,0
242,99.26470588,0.735294118,0.007407407,0
238,99.26470588,0.735294118,0.007407407,0
242,99.26470588,0.735294118,0.007407407,0
242,99.26470588,0.735294118,0.007407407,0
246,99.26470588,0.735294118,0.007407407,0
238,99.26470588,0.735294118,0.007407407,0
242,99.26470588,0.735294118,0.007407407,0
244,99.26470588,0.735294118,0.007407407,0
242,99.26470588,0.735294118,0.007407407,0
240,99.26470588,0.735294118,0.007407407,0
240,99.26470588,0.735294118,0.007407407,0
240,99.26470588,0.735294118,0.007407407,0
241,99.27007299,0.729927007,0.007352941,0
241,99.27007299,0.729927007,0.007352941,0
241,99.27007299,0.729927007,0.007352941,0
243,99.27007299,0.729927007,0.007352941,0
241,99.27007299,0.729927007,0.007352941,0
241,99.27007299,0.729927007,0.007352941,0
241,99.27007299,0.729927007,0.007352941,0
239,99.27007299,0.729927007,0.007352941,0
239,99.27007299,0.729927007,0.007352941,0
243,99.27007299,0.729927007,0.007352941,0
242,99.27536232,0.724637681,0.00729927,0
248,99.27536232,0.724637681,0.00729927,0
242,99.27536232,0.724637681,0.00729927,0
242,99.27536232,0.724637681,0.00729927,0
242,99.27536232,0.724637681,0.00729927,0
240,99.27536232,0.724637681,0.00729927,0
244,99.27536232,0.724637681,0.00729927,0
240,99.27536232,0.724637681,0.00729927,0
240,99.27536232,0.724637681,0.00729927,0
244,99.27536232,0.724637681,0.00729927,0
246,99.27536232,0.724637681,0.00729927,0
242,99.27536232,0.724637681,0.00729927,0
248,99.27536232,0.724637681,0.00729927,0
244,99.27536232,0.724637681,0.00729927,0
242,99.27536232,0.724637681,0.00729927,0
240,99.27536232,0.724637681,0.00729927,0
240,99.27536232,0.724637681,0.00729927,0
240,99.27536232,0.724637681,0.00729927,0
242,99.27536232,0.724637681,0.00729927,0
238,99.27536232,0.724637681,0.00729927,0
244,99.27536232,0.724637681,0.00729927,0
242,99.27536232,0.724637681,0.00729927,0
246,99.27536232,0.724637681,0.00729927,0
244,99.27536232,0.724637681,0.00729927,0
242,99.27536232,0.724637681,0.00729927,0
243,99.28057554,0.71942446,0.007246377,0
243,99.28057554,0.71942446,0.007246377,0
247,99.28057554,0.71942446,0.007246377,0
243,99.28057554,0.71942446,0.007246377,0
247,99.28057554,0.71942446,0.007246377,0
243,99.28057554,0.71942446,0.007246377,0
241,99.28057554,0.71942446,0.007246377,0
241,99.28057554,0.71942446,0.007246377,0
243,99.28057554,0.71942446,0.007246377,0
241,99.28057554,0.71942446,0.007246377,0
243,99.28057554,0.71942446,0.007246377,0
251,99.28057554,0.71942446,0.007246377,0
247,99.28057554,0.71942446,0.007246377,0
243,99.28057554,0.71942446,0.007246377,0
241,99.28057554,0.71942446,0.007246377,0
243,99.28057554,0.71942446,0.007246377,0
243,99.28057554,0.71942446,0.007246377,0
248,99.28571429,0.714285714,0.007194245,0
248,99.28571429,0.714285714,0.007194245,0
244,99.28571429,0.714285714,0.007194245,0
242,99.28571429,0.714285714,0.007194245,0
242,99.28571429,0.714285714,0.007194245,0
244,99.28571429,0.714285714,0.007194245,0
250,99.28571429,0.714285714,0.007194245,0
246,99.28571429,0.714285714,0.007194245,0
246,99.28571429,0.714285714,0.007194245,0
244,99.28571429,0.714285714,0.007194245,0
244,99.28571429,0.714285714,0.007194245,0
246,99.28571429,0.714285714,0.007194245,0
244,99.28571429,0.714285714,0.007194245,0
248,99.28571429,0.714285714,0.007194245,0
244,99.28571429,0.714285714,0.007194245,0
240,99.28571429,0.714285714,0.007194245,0
242,99.28571429,0.714285714,0.007194245,0
248,99.28571429,0.714285714,0.007194245,0
248,99.28571429,0.714285714,0.007194245,0
243,99.29078014,0.709219858,0.007142857,0
241,99.29078014,0.709219858,0.007142857,0
243,99.29078014,0.709219858,0.007142857,0
245,99.29078014,0.709219858,0.007142857,0
245,99.29078014,0.709219858,0.007142857,0
245,99.29078014,0.709219858,0.007142857,0
247,99.29078014,0.709219858,0.007142857,0
249,99.29078014,0.709219858,0.007142857,0
243,99.29078014,0.709219858,0.007142857,0
245,99.29078014,0.709219858,0.007142857,0
251,99.29078014,0.709219858,0.007142857,0
241,99.29078014,0.709219858,0.007142857,0
245,99.29078014,0.709219858,0.007142857,0
243,99.29078014,0.709219858,0.007142857,0
242,99.29577465,0.704225352,0.007092199,0
244,99.29577465,0.704225352,0.007092199,0
244,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
248,99.29577465,0.704225352,0.007092199,0
248,99.29577465,0.704225352,0.007092199,0
252,99.29577465,0.704225352,0.007092199,0
242,99.29577465,0.704225352,0.007092199,0
242,99.29577465,0.704225352,0.007092199,0
248,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
244,99.29577465,0.704225352,0.007092199,0
244,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
248,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
244,99.29577465,0.704225352,0.007092199,0
252,99.29577465,0.704225352,0.007092199,0
244,99.29577465,0.704225352,0.007092199,0
242,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
248,99.29577465,0.704225352,0.007092199,0
248,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
242,99.29577465,0.704225352,0.007092199,0
244,99.29577465,0.704225352,0.007092199,0
244,99.29577465,0.704225352,0.007092199,0
246,99.29577465,0.704225352,0.007092199,0
248,99.29577465,0.704225352,0.007092199,0
248,99.29577465,0.704225352,0.007092199,0
249,99.3006993,0.699300699,0.007042254,0
251,99.3006993,0.699300699,0.007042254,0
249,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
247,99.3006993,0.699300699,0.007042254,0
249,99.3006993,0.699300699,0.007042254,0
249,99.3006993,0.699300699,0.007042254,0
251,99.3006993,0.699300699,0.007042254,0
243,99.3006993,0.699300699,0.007042254,0
243,99.3006993,0.699300699,0.007042254,0
249,99.3006993,0.699300699,0.007042254,0
247,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
243,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
249,99.3006993,0.699300699,0.007042254,0
243,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
249,99.3006993,0.699300699,0.007042254,0
251,99.3006993,0.699300699,0.007042254,0
249,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
245,99.3006993,0.699300699,0.007042254,0
250,99.30555556,0.694444444,0.006993007,0
244,99.30555556,0.694444444,0.006993007,0
254,99.30555556,0.694444444,0.006993007,0
248,99.30555556,0.694444444,0.006993007,0
246,99.30555556,0.694444444,0.006993007,0
248,99.30555556,0.694444444,0.006993007,0
248,99.30555556,0.694444444,0.006993007,0
250,99.30555556,0.694444444,0.006993007,0
250,99.30555556,0.694444444,0.006993007,0
248,99.30555556,0.694444444,0.006993007,0
248,99.30555556,0.694444444,0.006993007,0
248,99.30555556,0.694444444,0.006993007,0
244,99.30555556,0.694444444,0.006993007,0
246,99.30555556,0.694444444,0.006993007,0
250,99.30555556,0.694444444,0.006993007,0
251,99.31034483,0.689655172,0.006944444,0
249,99.31034483,0.689655172,0.006944444,0
251,99.31034483,0.689655172,0.006944444,0
247,99.31034483,0.689655172,0.006944444,0
255,99.31034483,0.689655172,0.006944444,0
249,99.31034483,0.689655172,0.006944444,0
251,99.31034483,0.689655172,0.006944444,0
251,99.31034483,0.689655172,0.006944444,0
253,99.31034483,0.689655172,0.006944444,0
253,99.31034483,0.689655172,0.006944444,0
251,99.31034483,0.689655172,0.006944444,0
251,99.31034483,0.689655172,0.006944444,0
249,99.31034483,0.689655172,0.006944444,0
252,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
248,99.31506849,0.684931507,0.006896552,0
254,99.31506849,0.684931507,0.006896552,0
248,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
248,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
248,99.31506849,0.684931507,0.006896552,0
258,99.31506849,0.684931507,0.006896552,0
248,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
254,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
248,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
248,99.31506849,0.684931507,0.006896552,0
248,99.31506849,0.684931507,0.006896552,0
252,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
250,99.31506849,0.684931507,0.006896552,0
251,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
257,99.31972789,0.680272109,0.006849315,0
249,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
253,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
253,99.31972789,0.680272109,0.006849315,0
249,99.31972789,0.680272109,0.006849315,0
259,99.31972789,0.680272109,0.006849315,0
253,99.31972789,0.680272109,0.006849315,0
247,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
249,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
257,99.31972789,0.680272109,0.006849315,0
249,99.31972789,0.680272109,0.006849315,0
251,99.31972789,0.680272109,0.006849315,0
250,99.32432432,0.675675676,0.006802721,0
252,99.32432432,0.675675676,0.006802721,0
252,99.32432432,0.675675676,0.006802721,0
258,99.32432432,0.675675676,0.006802721,0
254,99.32432432,0.675675676,0.006802721,0
252,99.32432432,0.675675676,0.006802721,0
256,99.32432432,0.675675676,0.006802721,0
254,99.32432432,0.675675676,0.006802721,0
254,99.32432432,0.675675676,0.006802721,0
252,99.32432432,0.675675676,0.006802721,0
248,99.32432432,0.675675676,0.006802721,0
258,99.32432432,0.675675676,0.006802721,0
256,99.32432432,0.675675676,0.006802721,0
254,99.32432432,0.675675676,0.006802721,0
250,99.32432432,0.675675676,0.006802721,0
253,99.32885906,0.67114094,0.006756757,0
257,99.32885906,0.67114094,0.006756757,0
253,99.32885906,0.67114094,0.006756757,0
257,99.32885906,0.67114094,0.006756757,0
253,99.32885906,0.67114094,0.006756757,0
257,99.32885906,0.67114094,0.006756757,0
253,99.32885906,0.67114094,0.006756757,0
255,99.32885906,0.67114094,0.006756757,0
251,99.32885906,0.67114094,0.006756757,0
259,99.32885906,0.67114094,0.006756757,0
249,99.32885906,0.67114094,0.006756757,0
255,99.32885906,0.67114094,0.006756757,0
257,99.32885906,0.67114094,0.006756757,0
251,99.32885906,0.67114094,0.006756757,0
253,99.32885906,0.67114094,0.006756757,0
255,99.32885906,0.67114094,0.006756757,0
253,99.32885906,0.67114094,0.006756757,0
253,99.32885906,0.67114094,0.006756757,0
251,99.32885906,0.67114094,0.006756757,0
253,99.32885906,0.67114094,0.006756757,0
255,99.32885906,0.67114094,0.006756757,0
253,99.32885906,0.67114094,0.006756757,0
257,99.32885906,0.67114094,0.006756757,0
252,99.33333333,0.666666667,0.006711409,0
254,99.33333333,0.666666667,0.006711409,0
256,99.33333333,0.666666667,0.006711409,0
252,99.33333333,0.666666667,0.006711409,0
252,99.33333333,0.666666667,0.006711409,0
256,99.33333333,0.666666667,0.006711409,0
254,99.33333333,0.666666667,0.006711409,0
262,99.33333333,0.666666667,0.006711409,0
260,99.33333333,0.666666667,0.006711409,0
256,99.33333333,0.666666667,0.006711409,0
256,99.33333333,0.666666667,0.006711409,0
252,99.33333333,0.666666667,0.006711409,0
252,99.33333333,0.666666667,0.006711409,0
260,99.33333333,0.666666667,0.006711409,0
252,99.33333333,0.666666667,0.006711409,0
256,99.33333333,0.666666667,0.006711409,0
252,99.33333333,0.666666667,0.006711409,0
255,99.33774834,0.662251656,0.006666667,0
257,99.33774834,0.662251656,0.006666667,0
257,99.33774834,0.662251656,0.006666667,0
257,99.33774834,0.662251656,0.006666667,0
259,99.33774834,0.662251656,0.006666667,0
255,99.33774834,0.662251656,0.006666667,0
255,99.33774834,0.662251656,0.006666667,0
255,99.33774834,0.662251656,0.006666667,0
253,99.33774834,0.662251656,0.006666667,0
255,99.33774834,0.662251656,0.006666667,0
259,99.33774834,0.662251656,0.006666667,0
257,99.33774834,0.662251656,0.006666667,0
257,99.33774834,0.662251656,0.006666667,0
254,99.34210526,0.657894737,0.006622517,0
258,99.34210526,0.657894737,0.006622517,0
252,99.34210526,0.657894737,0.006622517,0
258,99.34210526,0.657894737,0.006622517,0
258,99.34210526,0.657894737,0.006622517,0
252,99.34210526,0.657894737,0.006622517,0
256,99.34210526,0.657894737,0.006622517,0
256,99.34210526,0.657894737,0.006622517,0
256,99.34210526,0.657894737,0.006622517,0
258,99.34210526,0.657894737,0.006622517,0
254,99.34210526,0.657894737,0.006622517,0
262,99.34210526,0.657894737,0.006622517,0
258,99.34210526,0.657894737,0.006622517,0
256,99.34210526,0.657894737,0.006622517,0
267,99.34640523,0.653594771,0.006578947,0
255,99.34640523,0.653594771,0.006578947,0
257,99.34640523,0.653594771,0.006578947,0
253,99.34640523,0.653594771,0.006578947,0
259,99.34640523,0.653594771,0.006578947,0
259,99.34640523,0.653594771,0.006578947,0
263,99.34640523,0.653594771,0.006578947,0
261,99.34640523,0.653594771,0.006578947,0
253,99.34640523,0.653594771,0.006578947,0
259,99.34640523,0.653594771,0.006578947,0
261,99.34640523,0.653594771,0.006578947,0
259,99.34640523,0.653594771,0.006578947,0
267,99.34640523,0.653594771,0.006578947,0
255,99.34640523,0.653594771,0.006578947,0
256,99.35064935,0.649350649,0.006535948,0
258,99.35064935,0.649350649,0.006535948,0
256,99.35064935,0.649350649,0.006535948,0
258,99.35064935,0.649350649,0.006535948,0
256,99.35064935,0.649350649,0.006535948,0
256,99.35064935,0.649350649,0.006535948,0
258,99.35064935,0.649350649,0.006535948,0
258,99.35064935,0.649350649,0.006535948,0
260,99.35064935,0.649350649,0.006535948,0
254,99.35064935,0.649350649,0.006535948,0
254,99.35064935,0.649350649,0.006535948,0
256,99.35064935,0.649350649,0.006535948,0
258,99.35064935,0.649350649,0.006535948,0
256,99.35064935,0.649350649,0.006535948,0
262,99.35064935,0.649350649,0.006535948,0
258,99.35064935,0.649350649,0.006535948,0
256,99.35064935,0.649350649,0.006535948,0
258,99.35064935,0.649350649,0.006535948,0
256,99.35064935,0.649350649,0.006535948,0
257,99.35483871,0.64516129,0.006493506,0
261,99.35483871,0.64516129,0.006493506,0
267,99.35483871,0.64516129,0.006493506,0
259,99.35483871,0.64516129,0.006493506,0
257,99.35483871,0.64516129,0.006493506,0
265,99.35483871,0.64516129,0.006493506,0
265,99.35483871,0.64516129,0.006493506,0
257,99.35483871,0.64516129,0.006493506,0
261,99.35483871,0.64516129,0.006493506,0
259,99.35483871,0.64516129,0.006493506,0
261,99.35483871,0.64516129,0.006493506,0
263,99.35483871,0.64516129,0.006493506,0
265,99.35483871,0.64516129,0.006493506,0
263,99.35483871,0.64516129,0.006493506,0
259,99.35483871,0.64516129,0.006493506,0
263,99.35483871,0.64516129,0.006493506,0
263,99.35483871,0.64516129,0.006493506,0
259,99.35483871,0.64516129,0.006493506,0
257,99.35483871,0.64516129,0.006493506,0
265,99.35483871,0.64516129,0.006493506,0
